PhenID	StudyID	DataSetID	DataSet Name	PhenName	PhenDescription					PhenNorm	Theme	ThemePCN	ThemeCUI	ThemeSTT	TopicPCN	Topic CUI	Topic STT	SOI	SOI CUIs	SOI STT	Category
phv00052293.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V573 	" F37a5 Less sleep, (African American participants). DIGS4 "	 NONE 	 NONE 	 NONE 	 NONE 	 f37a5  less sleep   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 sleep;diagnosis;genetic study 	 C0037313;C0011900;C2827447 	 orgf;fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Research Attributes;Daily or Recreational Activity
phv00044862.v1 	 phs000125.v1.p1 	 pht000320.v1 	 COGA_SSAGA 	 AL3A_9 	 How many drinks of beer would you have on Wednesday in a typical drinking week?  -  NOTE: The data values for this variable represent harmonized values; they were derived from information obtained with Sections A and E of the SSAGAI and SSAGAII questionnaires. 	 integer 	 DRINKS/BEER 	 NONE 	 NONE 	 how many drinks of beer would you have on wednesday in a typical drinking week  note  the data values for this variable represent harmonized values  they were derived from information obtained with sections a and e of the ssagai and ssagaii questionnaires 	 NULL 	 NULL 	 NULL 	 NULL 	 drink (dietary substance);beer;alcohol consumption;drinking function;division (surgical procedure) 	 C0452428;C0004922;C0001948;C0684271;C1293097 	 food;food;inbe;orgf;topp 	 study subject 	 C0681850 	 grup	Drinking History;Eating or Nutritional Finding;Therapeutic or Preventive Procedure
phv00087603.v1 	 phs000209.v10.p2 	 pht001121.v3 	 MESA_FamilyExamMain 	 trnmtfc 	 TOTAL TRANSPORTATION MET-MIN/WK M-SU 	 NUMERIC 	 MET-min/wk M-Su 	 NONE 	 NONE 	 total transportation met min/wk msu 	 NULL 	 NULL 	 NULL 	 NULL 	 transportation (treatment);meetings;maple syrup urine disease 	 C2239248;C0556656;C0024776 	 hlca;hlca;dsyn 	 study subject 	 C0681850 	 grup	Daily or Recreational Activity
phv00051666.v1 	 phs000086.v2.p1 	 pht000361.v1 	 EDIC_f1452 	 NEB2 	 B2. Attempt to contact. Did the clinic talk to the patient 	 byte 	 NONE 	 NONE 	 NONE 	 b2  attempt to contact  did the clinic talk to the patient 	 NULL 	 NULL 	 NULL 	 NULL 	 speech;speaking (activity);does talk 	 C0037817;C0234856;C0600118 	 orgf;dora;fndg 	 contact person 	 C0337611 	 popg	Daily or Recreational Activity Family
phv00052420.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V817 	" G11 Concentration, (African American participants). DIGS4 "	 NONE 	 NONE 	 NONE 	 NONE 	 g11  concentration   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 mental concentration;diagnosis;genetic study 	 C0086045;C0011900;C2827447 	 menp;fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Mental or Emotional Finding;Research Attributes
phv00169522.v1 	 phs000200.v8.p2 	 pht002750.v1 	 f153_barriers_rel1 	 F153BFRIEND 	 F153 Barrier: Friends discouraged me 	 encoded value 	 NONE 	 NONE 	 NONE 	 f153  barrier  friends discouraged medical examiner 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 friend 	 C0079382 	 popg	
phv00052387.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V749 	" F72 Number clean episodes, (African American participants). DIGS4 "	 NONE 	 Episodes 	 NONE 	 NONE 	 f72  number clean episodes   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 diagnosis;genetic study 	 C0011900;C2827447 	 fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Research Attributes
phv00105786.v1 	 phs000287.v2.p1 	 pht001490.v1 	 YR5NEW 	 BEERN25 	 HOW MANY CANS DO YOU DRINK ON 1 OCCASION 	 encoded 	 NONE 	 NONE 	 NONE 	 how many cans do you drink on 1 occasion 	 NULL 	 NULL 	 NULL 	 NULL 	 drink (dietary substance) 	 C0452428 	 food 	 study subject 	 C0681850 	 grup	Drinking History;Eating or Nutritional Finding
phv00172248.v1 	 phs000007.v18.p7 	 pht002894.v1 	 l_mtblcmhi2_ex05_1_0708s 	 cmh_adipate 	 Adipate 	 NONE 	 NONE 	0.4524	3.6516	 adipate 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00065303.v2 	 phs000007.v18.p7 	 pht000610.v3 	 wholedxa0_24_0708s 	 wb22armbmc 	 WHOLEBODY ARM BMC EX22 (GRAMS) 	 NONE 	 grams 	 NONE 	 NONE 	 wholebody arm bone mineral content ex22   grams 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00032346.v1 	 phs000086.v2.p1 	 pht000274.v1 	 DCCT_f010cmb3 	 AOLL9 	 WISC-R block design: time needed to complete design  5 	 byte 	 SECONDS 	 NONE 	 NONE 	 wechsler intelligence scale for children r block design  time needed to complete design 5 	 NULL 	 NULL 	 NULL 	 NULL 	 obstruction;r prime;administration of wechsler intelligence scale for children 	 C0028778;C2603358;C2607926 	 patf;clna;diap 	 study subject 	 C0681850 	 grup	Diagnostic Procedure;Medical History
phv00003937.v1 	 phs000007.v18.p7 	 pht000021.v3 	 ex0_19s 	 FL320 	 APEX VALSALVA 	 NONE 	 NONE 	 NONE 	 NONE 	 apex valsalva 	 NULL 	 NULL 	 NULL 	 NULL 	 valsalva 	 C0750122 	 topp 	 study subject 	 C0681850 	 grup	Therapeutic or Preventive Procedure
phv00080064.v3 	 phs000200.v8.p2 	 pht001027.v3 	 outc_ct_os_rel1 	 STOMACHDY 	 Days enrollment to Stomach Cancer 	 integer 	 days 	41	3826	 days enrollment to stomach cancer 	 NULL 	 NULL 	 NULL 	 NULL 	 enrollment;malignant neoplasm of stomach;stomach carcinoma 	 C1516879;C0024623;C0699791 	 hlca;neop;neop 	 study subject 	 C0681850 	 grup	Medical History
phv00099681.v1 	 phs000287.v2.p1 	 pht001451.v1 	 BASE2 	 CBEST18 	 COMPUTER-SELECTED BEST MANEUVER 	 encoded 	 NONE 	 NONE 	 NONE 	 computer selected best maneuver 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00005963.v1 	 phs000007.v18.p7 	 pht000025.v4 	 ex0_23s 	 FP515 	 ACTIVITIES II - CES-D SCALE I HAD CRYING SPELLS 	 NONE 	 NONE 	 NONE 	 NONE 	 activities ii ces d scale i had crying spells 	 NULL 	 NULL 	 NULL 	 NULL 	 crying;spell 	 C0010399;C0302539 	 inbe;fndg 	 study subject 	 C0681850 	 grup	
phv00159354.v1 	 phs000343.v2.p1 	 pht002215.v1 	 DERIV 	 V4DAYS1 	 Mode of number of days from randomization to visit 4 (6-month visit) 	 integer 	 Days 	71	364	 mode of number of days from randomization to visit 4  6month visit 	 NULL 	 NULL 	 NULL 	 NULL 	 randomization;health care visit 	 C0034656;C1512346 	 resa;inbe 	 study subject 	 C0681850 	 grup	Healthcare Encounter;Research Attributes
phv00079896.v3 	 phs000200.v8.p2 	 pht001020.v3 	 f81_rel1 	 POLYP 	 Polyp 	 encoded value 	 NONE 	 NONE 	 NONE 	 polyp 	 NULL 	 NULL 	 NULL 	 NULL 	 polyps 	 C0032584 	 anab 	 study subject 	 C0681850 	 grup	Medical History
phv00155215.v2 	 phs000200.v8.p2 	 pht002118.v2 	 ecg_rel2 	 MXST_V1 	" Maximum of STJ, STM, STE amplitudes, lead mxst_v1 "	 integer 	 NONE 	-206	1279	 maximum of stj  stm  st elevation amplitudes  lead mxst_v1 	 NULL 	 NULL 	 NULL 	 NULL 	" microscopy, scanning tunneling;st segment elevation (finding);lead;plumbum metallicum, homeopathic preparation;v1 stage "	 C0079837;C0520886;C0023175;C1442948;C0457422 	" lbpr;fndg;elii,hops;inch,phsu;fndg "	 study subject 	 C0681850 	 grup	Medication Patient;Lab Tests Patient;Substance Use History;Medical History
phv00065198.v2 	 phs000007.v18.p7 	 pht000607.v3 	 cmrplaq1_2006s 	 aarea24 	" AORTIC AREA SLICE 24, CM2 "	 NONE 	 cm2 	 NONE 	 NONE 	 aortic area slice 24  cm2 	 NULL 	 NULL 	 NULL 	 NULL 	 chiari malformation type ii 	 C0555206 	 cgab 	 study subject 	 C0681850 	 grup	Medical History
phv00085315.v2 	 phs000209.v10.p2 	 pht001116.v7 	 MESA_Exam1Main 	 shrtatt1 	 FAMILY HISTORY OF HEART ATTACK: SIBLING 	 NUMERIC 	 NONE 	 NONE 	 NONE 	 family history of heart attack  sibling 	 NULL 	 NULL 	 NULL 	 NULL 	 family history of;myocardial infarction 	 C0241889;C0027051 	 fndg;dsyn 	 family;sibling 	 C0015576;C0037047 	 fndg;famg	Medical History Family
phv00064961.v2 	 phs000007.v18.p7 	 pht000607.v3 	 cmrplaq1_2006s 	 a2_20 	" SECOND LARGEST AORTIC PLAQUE AREA FOR SLICE 20, MM "	 NONE 	 mm 	 NONE 	 NONE 	 second largest aortic plaque area for slice 20  millimeter 	 NULL 	 NULL 	 NULL 	 NULL 	 dental plaque;plaque (lesion);senile plaques 	 C0011389;C0332461;C0333463 	 dsyn;fndg;acab 	 study subject 	 C0681850 	 grup	Medical History
phv00116201.v2 	 phs000285.v2.p2 	 pht001683.v2 	 C1F41RS 	 C41RP30M 	 CHEST PAIN LASTING AT LEAST 30 MIN? 	 encoded 	 NONE 	 NONE 	 NONE 	 chest pain lasting at least 30 minimum 	 NULL 	 NULL 	 NULL 	 NULL 	 chest pain;chest pain:finding:point in time:^patient:ordinal 	 C0008031;C2926613 	 sosy;clna 	 study subject 	 C0681850 	 grup	Clinical Attributes;Medical History
phv00051935.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V102 	" B1 Head injury, age, (African American participants). DIGS4 "	 NONE 	 Years old 	 NONE 	 NONE 	 b1 head injury  age   african american participants   diagnostic interview for genetic studies 	 Age;Race 	 age;african american 	 C0001779;C0085756 	 orga;popg 	 craniocerebral trauma;diagnosis;genetic study 	 C0018674;C0011900;C2827447 	 inpo;fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Research Attributes;Medical History
phv00159657.v2 	 phs000179.v2.p2 	 pht002239.v2 	 COPDGene_Subject_Phenotypes 	 CoughRestDay 	 Do you usually cough during rest of day or night 	 encoded value 	 NONE 	 NONE 	 NONE 	 do you usually cough during rest of day or night 	 NULL 	 NULL 	 NULL 	 NULL 	 coughing;cough adverse event;rest 	 C0010200;C1961131;C0035253 	 sosy;fndg;dora 	 study subject 	 C0681850 	 grup	Daily or Recreational Activity
phv00098378.v1 	 phs000280.v1.p1 	 pht001414.v1 	 ARIC_CARE_VITV3C1 	 B2_WO 	 Riboflavin B2 without vitamin pills mg 	 integer 	 mg 	 NONE 	 NONE 	 riboflavin b2 without vitamin pills magnesium 	 NULL 	 NULL 	 NULL 	 NULL 	 riboflavin;vitamins 	 C0035527;C0042890 	" orch,phsu,vita;orch,phsu,vita "	 study subject 	 C0681850 	 grup	Medication Patient;Eating or Nutritional Finding
phv00015802.v1 	 phs000017.v3.p1 	 pht000057.v1 	 EA_DIGS3_Data 	 CHAIN_SMOKED___HOURS 	" J9.a. Chain Smoked - Hours, (Participants with European ancestry). DIGS3 "	 NONE 	 Hours 	 NONE 	 NONE 	 j9 a  chain smoked hours   participants with european ancestry   digs3 	 Ethnicity 	 ethnic european 	 C0239307 	 popg 	 smoke;smoking;tobacco smoke;tobacco smoking behavior 	 C0037366;C0037369;C0439994;C0453996 	" eehu,hops;inbe;hops;inbe "	 participant 	 C0679646 	 popg	Demographics Patient;Smoking History
phv00112740.v2 	 phs000285.v2.p2 	 pht001565.v2 	 A4F06FG 	 A06GRW0500 	 PASTA - WHOLE GRAIN 	 encoded 	 NONE 	 NONE 	 NONE 	 pasta whole grain 	 NULL 	 NULL 	 NULL 	 NULL 	 pasta;cereals 	 C0452694;C0007757 	 food;food 	 study subject 	 C0681850 	 grup	Eating or Nutritional Finding
phv00073574.v1 	 phs000170.v1.p1 	 pht000737.v1 	 Marshfield_Data_Phenotype 	 Diabetes_Mellitus 	 Diabetes status 	" string, encoded value "	 NONE 	 NONE 	 NONE 	 diabetes status 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00034449.v1 	 phs000086.v2.p1 	 pht000282.v1 	 DCCT_f002cmb4 	 OBDMURMR 	 Examine for: diastolic murmur 	 byte 	 NONE 	 NONE 	 NONE 	 examine for  diastolic murmur 	 NULL 	 NULL 	 NULL 	 NULL 	 examined;diastolic murmurs 	 C0332128;C0232262 	 fndg;sosy 	 study subject 	 C0681850 	 grup	Clinical Attributes;Medical History
phv00088745.v1 	 phs000222.v1.p1 	 pht001165.v1 	 Predict_HD_leytonc 	 leyt5w 	" Feel something used/touched, now spoiled for you - Severity of time wasted "	 encoded value 	 NONE 	 NONE 	 NONE 	 feel something used/touched  now spoiled for you severity of time wasted 	 NULL 	 NULL 	 NULL 	 NULL 	 emotions;used by;therapeutic tactile stimulation;wasting 	 C0013987;C1273517;C0152054;C0235394 	 menp;fndg;topp;dsyn 	 study subject 	 C0681850 	 grup	Mental or Emotional Finding;Therapeutic or Preventive Procedure;Medical History
phv00066606.v2 	 phs000145.v3.p2 	 pht000659.v2 	 POPRES_v1_v2_Subject_Phenotypes 	 COUNTRY_MOTHER 	 Country for Mother 	 string 	 NONE 	 NONE 	 NONE 	 country for mother 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 mother (person) 	 C0026591 	 famg	
phv00029731.v1 	 phs000086.v2.p1 	 pht000245.v1 	 DCCT_f021cmb6 	 BASYSTR 	 First blood pressure - systolic 	 int 	 MMHG 	 NONE 	 NONE 	 first blood pressure systolic 	 NULL 	 NULL 	 NULL 	 NULL 	 blood pressure;blood pressure finding;systemic arterial pressure 	 C0005823;C1271104;C1272641 	 orgf;fndg;fndg 	 study subject 	 C0681850 	 grup	Clinical Attributes;Medical History
phv00028441.v1 	 phs000086.v2.p1 	 pht000238.v1 	 DCCT_f1281 	 LH3E 	 Patient's health limits: climbing one flight 	 byte 	 NONE 	 NONE 	 NONE 	 patient s health limits  climbing one flight 	 NULL 	 NULL 	 NULL 	 NULL 	 does climb;climbing 	 C0561942;C2584300 	 fndg;dora 	 study subject 	 C0681850 	 grup	Daily or Recreational Activity
phv00089111.v1 	 phs000222.v1.p1 	 pht001172.v1 	 Predict_HD_suf 	 suf10b 	 Painkillers/last 6 months 	 encoded value 	 NONE 	 NONE 	 NONE 	 painkillers/last 6 months 	 NULL 	 NULL 	 NULL 	 NULL 	 painkillers 	 C2362325 	 phsu 	 study subject 	 C0681850 	 grup	Medication Patient;Clinical Attributes
phv00082712.v1 	 phs000209.v10.p2 	 pht001111.v3 	 MESA_AirNRExamMain 	 cartnum1 	 CLINIC-CART NUMBER 	 NUMERIC 	 NONE 	 NONE 	 NONE 	 clinic cart number 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00027168.v1 	 phs000086.v2.p1 	 pht000226.v1 	 DCCT_f1221 	 LBB6D 	 Effect of the following blood and urine tests on your participation: 4-hr urine collection (annually) 	 byte 	 NONE 	 NONE 	 NONE 	 effect of the following blood and urine tests on your participation  4hr urine collection  annually 	 NULL 	 NULL 	 NULL 	 NULL 	 laboratory procedures 	 C0022885 	 lbpr 	 study subject 	 C0681850 	 grup	Lab Tests Patient
phv00112611.v2 	 phs000285.v2.p2 	 pht001562.v2 	 A4F04 	 A04WELFR 	 WENT ON WELFARE 	 encoded 	 NONE 	 NONE 	 NONE 	 went on welfare 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00009528.v3 	 phs000007.v18.p7 	 pht000034.v5 	 ex1_5s 	 E627 	 CDI-ARRHYTHMIA 	 NONE 	 NONE 	 NONE 	 NONE 	 cdi arrhythmia 	 NULL 	 NULL 	 NULL 	 NULL 	 cardiac arrhythmia 	 C0003811 	 patf 	 study subject 	 C0681850 	 grup	Medical History
phv00050553.v1 	 phs000086.v2.p1 	 pht000339.v1 	 EDIC_f0703 	 GOB2C 	 B2c. Health care delivery.  Ophthalmologist: ever seen for reason other than diabetes (cataracts) 	 byte 	 NONE 	 NONE 	 NONE 	 b2 c  health candidate gene association resource delivery  ophthalmologist  ever seen for reason other than diabetes  cataracts 	 NULL 	 NULL 	 NULL 	 NULL 	 mental association;obstetric delivery;delivery finding;diabetic cataract 	 C0004083;C0011209;C0559563;C0011876 	" menp;topp;fndg;acab,dsyn "	 study subject 	 C0681850 	 grup	Mental or Emotional Finding;Therapeutic or Preventive Procedure;Medical History
phv00053376.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V2403 	" V19 Thought withdrawal, (African American participants). DIGS4 "	 NONE 	 NONE 	 NONE 	 NONE 	 v19  thought withdrawal   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 thought withdrawal;diagnosis;genetic study 	 C0233686;C0011900;C2827447 	 mobd;fndg;resa 	 participant 	 C0679646 	 popg	Demographics Patient;Research Attributes;Medical History
phv00165469.v1 	 phs000095.v2.p1 	 pht002546.v1 	 MARAZITA_USCohort_DentalCariesPhenotypeDS 	 SEX 	 Sex of Individual. 	" integer, encoded "	 NONE 	1	2	 gender of individual 	 Gender 	 gender 	 C0079399 	 orga;orga 	 gender:type:point in time:^patient:nominal 	 C0804628 	 clna 	 study subject 	 C0681850 	 grup	Demographics Patient
phv00014969.v1 	 phs000017.v3.p1 	 pht000057.v1 	 EA_DIGS3_Data 	 MALE_IMPOTENT___WHAT 	" D12.b.1. Male Impotent - What, (Participants with European ancestry). DIGS3 "	 NONE 	 NONE 	 NONE 	 NONE 	 d12 b 1   male impotent what   participants with european ancestry   digs3 	 Ethnicity 	 ethnic european 	 C0239307 	 popg 	 erectile dysfunction 	 C0242350 	 dsyn 	 participant 	 C0679646 	 popg	Demographics Patient;Substance Use History;Medical History
phv00127287.v1 	 phs000286.v3.p1 	 pht001954.v1 	 ECGA 	 ecga168 	 PxAMPV5 - P+ Amplitude in lead V5 	 integer 	 NONE 	0	352	 pxampv5 p+ amplitude in lead v5 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00114594.v2 	 phs000285.v2.p2 	 pht001626.v2 	 B2F12 	 B12WHAGE 	 AGE FIRST ATTACK. Q 4B 	 integer 	 Years old 	0	33	 age first attack  q4 b 	 Age 	 age 	 C0001779 	 orga 	 onset of illness;observation of attack 	 C0277793;C1304680 	 fndg;fndg 	 study subject 	 C0681850 	 grup	Demographics Patient;Medical History
phv00055300.v2 	 phs000007.v18.p7 	 pht000395.v6 	 sleep1_1998s 	 SA15 	 MD said pt had sleep apnea? 	 NONE 	 NONE 	 NONE 	 NONE 	 medical doctor said pt had sleep apnea 	 NULL 	 NULL 	 NULL 	 NULL 	 simian acquired immunodeficiency syndrome;sleep apnea syndromes 	 C0080151;C0037315 	 dsyn;dsyn 	 study subject 	 C0681850 	 grup	Daily or Recreational Activity
phv00052181.v1 	 phs000017.v3.p1 	 pht000367.v1 	 GAIN_AA_DIGS4 	 V379 	" E6 Concerta, (African American participants). DIGS4 "	 NONE 	 NONE 	 NONE 	 NONE 	 e6 concerta   african american participants   diagnostic interview for genetic studies 	 Race 	 african american 	 C0085756 	 popg 	 concerta;diagnosis;genetic study 	 C0939301;C0011900;C2827447 	" orch,phsu;fndg;resa "	 participant 	 C0679646 	 popg	Demographics Patient;Medication Patient;Research Attributes
phv00122090.v1 	 phs000284.v1.p1 	 pht001902.v1 	 CFS_CARe_Subject_Phenotypes 	 TIMESLP 	 How long to fall asleep 	 encoded 	 NONE 	 NONE 	 NONE 	 how long to fall asleep 	 NULL 	 NULL 	 NULL 	 NULL 	 falls;asleep 	 C0085639;C0424522 	 fndg;fndg 	 study subject 	 C0681850 	 grup	Daily or Recreational Activity
phv00073378.v1 	 phs000171.v1.p1 	 pht000781.v1 	 MS_DATA_NEURSTAT2 	 PYRSC 	 Pyramidal score 	 Decimal 	 NONE 	0	7.5	 pyramidal score 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00095638.v1 	 phs000280.v1.p1 	 pht001355.v1 	 ARIC_CARE_PFTBV2C1 	 PFTB08 	 Acceptability code detail-best testQ08 	 string 	 NONE 	 NONE 	 NONE 	 acceptability code detail besttest q08 	 NULL 	 NULL 	 NULL 	 NULL 	  	  	  	 study subject 	 C0681850 	 grup	
phv00012010.v1 	 phs000017.v3.p1 	 pht000056.v1 	 EA_DIGS2_Data 	 I20450 	" E5. Have you ever received electro-convulsive treatment (ECT, shock treatments)? IF YES: how many courses of ECT have you received? (# OF COURSES). (Participants with European ancestry). DIGS2 "	 NONE 	 Number of courses 	 NONE 	 NONE 	 e5  have you ever received electro convulsive treatment  ect  shock treatments   if yes  how many courses of ect have you received    number of courses    participants with european ancestry   digs2 	 Ethnicity 	 ethnic european 	 C0239307 	 popg 	 electroconvulsive therapy;benign rolandic epilepsy;therapeutic procedure;administration procedure 	 C0013806;C2363129;C0087111;C1533734 	 topp;dsyn;topp;topp 	 participant 	 C0679646 	 popg	Demographics Patient;Therapeutic or Preventive Procedure;Medical History
phv00172964.v1 	 phs000007.v18.p7 	 pht002900.v1 	 vr_ffreq_ex02_3_0713s 	 FFD39A 	 Derived field: Grapefruit or juice 	" decimal, encoded "	 servings/week 	0	17.5	 derived field  grapefruit or juice 	 NULL 	 NULL 	 NULL 	 NULL 	 grapefruit extract;grapefruit (food);grapefruit flavor;juice 	 C0440280;C0995150;C1365950;C1268568 	" orch,phsu;food;food;food "	 study subject 	 C0681850 	 grup	Medication Patient;Eating or Nutritional Finding
phv00168534.v1 	 phs000343.v2.p1 	 pht002717.v1 	 cor 	 COR8J 	" Within 3 days of death or just before death, did any of the following symptoms begin for the first time?  Other "	 encoded string 	 NONE 	 NONE 	 NONE 	 within 3 days of death or just before death  did any of the following symptoms begin for the first time  other 	 NULL 	 NULL 	 NULL 	 NULL 	 cessation of life;death (finding);symptoms 	 C0011065;C1306577;C1457887 	 orgf;fndg;sosy 	 study subject 	 C0681850 	 grup	Medical History
phv00106834.v1 	 phs000287.v2.p1 	 pht001491.v1 	 YR5OLD 	 BRACH 	 MEAN OF 1ST AND 2ND BRACH BP 	 integer 	 NONE 	81	222	 mean of 1st and 2nd brach blood pressure 	 NULL 	 NULL 	 NULL 	 NULL 	 blood pressure;blood pressure finding;systemic arterial pressure 	 C0005823;C1271104;C1272641 	 orgf;fndg;fndg 	 study subject 	 C0681850 	 grup	Clinical Attributes;Medical History
phv00097777.v1 	 phs000280.v1.p1 	 pht001406.v1 	 ARIC_CARE_UBMV2C1 	 QC1BAV25 	 AVG ARTERY DIAMETER(QC SCAN 01) 	 decimal 	 NONE 	3.704143	17.34082	 avg artery diameter quality control scan 01 	 NULL 	 NULL 	 NULL 	 NULL 	 radionuclide imaging;scanning;related to cancer;arterial diameter 	 C0034606;C0441633;C2826292;C0579132 	 diap;diap;fndg;fndg 	 study subject 	 C0681850 	 grup	Clinical Attributes;Medical History
phv00106238.v1 	 phs000287.v2.p1 	 pht001490.v1 	 YR5NEW 	 HATT358 	 NAME3 HAVE HEART ATTACK 	 encoded 	 NONE 	 NONE 	 NONE 	 name3 have heart attack 	 NULL 	 NULL 	 NULL 	 NULL 	 myocardial infarction 	 C0027051 	 dsyn 	 study subject 	 C0681850 	 grup	Medical History
phv00079550.v3 	 phs000200.v8.p2 	 pht001013.v3 	 f45_rel1 	 TKPANTO 	 F45 Taking pantothenic acid from single sup 	 encoded value 	 NONE 	 NONE 	 NONE 	 f45  taking pantothenic acid from single sup 	 Marital Status 	 unmarried person;unmarried 	 C0037179;C0087136 	 popg;fndg 	 pantothenic acid;blood pantothenic acid analysis;vitamin b5 measurement;unmarried 	 C0030342;C0696237;C2700255;C0087136 	" orch,phsu,vita;lbpr;lbpr;fndg "	 unmarried person 	 C0037179 	 popg	Demographics Family;Medication Family;Lab Tests Family
